 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
2022856,202307,0001-0600,ZZZ.TRACON,US,114,23,,8500,,VMC,10,,Daylight,12000,,TRACON ZZZ,Personal,Cessna 152,,1,Part 91,VFR,Training,,Climb,Vectors,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; PIC during time build,Flight Crew Private,Flight Crew Last 90 Days 150; Flight Crew Total 218.9; Flight Crew Type 218.9,,Situational Awareness; Time Pressure; Troubleshooting; Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,2022856,Aircraft X,Flight Deck,Personal,Pilot Not Flying,Flight Crew Private,Flight Crew Last 90 Days 162.4; Flight Crew Total 162.4; Flight Crew Type 152.4,,Situational Awareness; Communication Breakdown; Troubleshooting,Party1 Flight Crew; Party2 Flight Crew,,2022882,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,In-flight,Flight Crew Diverted,Human Factors; Procedure; Aircraft,Aircraft,"I was the Pilot in command at that time; my safety pilot recommended me to take a nap and I took a nap. When we were climbing to 9;500 ft (MSL) my safety pilot woke me up and informed me that the RPM of the engine was fluctuating. I told him to fly the aircraft and I will search the best place to land.At first we initially wanted to divert to ZZZ1; unfortunately we were unable to divert to ZZZ1 since we were losing altitude very rapidly and the terrain was a mountainous terrain.So I told my safety that we will divert into an airstrip that was below us called ZZZ.We were searching for the airstrip for a few minutes; and fortunately we found the airstrip in a ranch. After we analyzed the situation; I made the landing into the airstrip and thankfully me and my safety pilot was safe and unhurt.",,"As I was the Safety Pilot I saw my PIC that he was tired so I told him to take a nap and I was in control. Then after few minutes later I heard the engine sound is getting slowed and increasing. So I checked on my RPM at that time it was fluctuating from 2400-2100. Then I looked all the instruments it was all in good condition. Then I woke my PIC and told him about the situation after that we decided that we will wait and observe the engine reaction for few minutes. But apparently the same things kept on happening and we decided to land on nearby airport and told ATC about our intention and problem with the engine. The approach cleared us to land any airport. We first decided to land on ZZZ1 but there was a lot of terrains in that area so we decided to land on ZZZ airstrip.So we told the ATC to be exact Approach that we are going to land on ZZZ despite that we didn't declare any emergency because we didn't have any engine failure but we let them know that we have two souls on board and we have enough fuel to make it to the airstrip. Then the approach gave us a phone number to call them as soon as we land. After three or four approaches my PIC made the short field landing as the airstrip was only 2000 ft.We landed there safely and contacted the approach through phone that we are safe and we are able to take off again. Then we took off from the airstrip and landed safely on the ZZZ2 because there was too much vibration on the engine. Then we contacted our school and told them about our situation. After that we dropped the aircraft to the FBO for maintenance and one of our instructor came us to pick up from ZZZ2.",,"Cessna 152 pilots reported engine RPM fluctuating during a training flight in VFR conditions and diverted to an airstrip. The pilots then took off and experienced more engine vibration and diverted and landed at another tower controlled airport safely.",
2031100,202308,1201-1800,ZZZ.Airport,US,,,,5500,,VMC,,,Daylight,,,,Personal,Cessna 152,,1,,,Training,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 20.9; Flight Crew Total 198.8; Flight Crew Type 16.9,,Training / Qualification,,,2031100,Aircraft X,,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 17.4; Flight Crew Total 197.5; Flight Crew Type 17.4,,Training / Qualification,,,2031105,Aircraft Equipment Problem Critical,,,Person Flight Crew,,Air Traffic Control Issued New Clearance; Air Traffic Control Provided Assistance; Flight Crew Diverted; Flight Crew Landed As Precaution; Flight Crew Requested ATC Assistance / Clarification,Human Factors; Aircraft,Aircraft,"I am an ICAO CPL holder. I came to the United States to build hours and I have a temporary FAA PPL License. I am renting a Cessna 152 from Company that is based in ZZZ1. Yesterday; I was flying in Aircraft X (C152) for some cross country flights. I was the pilot flying and I had a safety pilot beside me who is also a ICAO CPL pilot with a temporary FAA PPL license. We both had above 180 hours. During my last leg which was from ZZZ2 to ZZZ1; I experienced an engine roughness. I was cruising at 5500 ft. on my way back to ZZZ1. I was cruising with 2300-2400 (recommended during cruise) and never above and the indicated airspeed was near 85. We don't know the exact indicated airspeed as we were told by the instructors to maintain RPM during cruise; not speed; because the horsepower on the 152 isn't big. As per the mixture; we set to towards the rich side of peak so that the engine would not be overheated. In addition; during the climb phase; we tried to cool the engine by climbing at speeds above Vy; Vx.Shortly after our aircraft's rpm dropped about 300 and fluctuated. The fluctuation became bigger and we know it wasn't just the indicator's problem because the airspeed was dropping and we felt the engine losing power. We instinctively had the mixture at full rich at full throttle. The engine power loss worsened so we conducted the engine failure checklist and looked for a nearby airport. The engine's rpm dropped to about 1400; which is idle during its windmilling state. The engine's rpm fluctuated from idle to 1800; and this fluctuation cycled a couple of times. With the rpm fluctuation being unstable; we were losing altitude and airspeed rapidly. In addition we weren't able to visually have contact with the nearest field; so we [requested priority handling]. We were barely in the glide range; however; because the engine was not reliable and we were approaching the runway with headwind; we felt that there was not enough safety margin to land without priority. We were given clearance to spiral down to ZZZ; Runway XX. We had to lose around 4000 ft. to land in ZZZ so we spiraled down. The engine came back on when we were descending to the runway so we advised the Tower the engine's back on but we'll make a precautionary landing just to be safe.",,"I am a ICAO CPL holder who has a temporary FAA PPL license. I came to the United States to build some hours. I am renting a Cessna 152 from Company based in ZZZ1. Yesterday during our first run up check; the right magneto dropped more than 200 RPM - which is not normal. As a result; we headed back to maintenance to get it fixed. The mechanic fixed it and had no problems during the next run up check. That is why I decided to continue with the flight. In my last leg which was from ZZZ2 to ZZZ1; I was cruising at 5;500 ft. MSL and receiving radar flight following to ZZZ1. When I was near another nearby airport; I had engine roughness issues which the engine RPM dropping to around 1400 RPM. That is when I decided that it would be best to divert to the nearest field. I advised the Approach that we would like to divert due to engine roughness problems. I was handed off to the Tower and I advised them of our situation and informed them we would make the landing from a left downwind entry. The ATC controller asked if we were [requesting priority handling]; however; since our engine wasn't completely dead; we did not [request priority handling]. During our final approach phase; the engine's RPM was fluctuating from idle to 1500 RPM even with the throttles at closed position. We landed safely and taxied to the parking spot.",,"C-152 private pilot and accompanying safety pilot reported fluctuating RPM and a rough running engine during cruise. RPM reductions correlated to a reduction in aircraft speed so pilots elected to divert and land as a precaution.",
2032039,202308,,ZZZ.Airport,US,,,0,,,VMC,10,,,,,CTAF ZZZ,Personal,Cessna 170,,1,Part 91,VFR,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Fuel Tank Cap,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 70; Flight Crew Total 380; Flight Crew Type 180,,Situational Awareness; Troubleshooting,,,2032039,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Security; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Fuel Issue,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Diverted; General Maintenance Action,Human Factors; Aircraft,Aircraft,"After a couple of months of disputing; different rules and regulations with the airport manager of my homebase airport I had to cancel a flight due to self declaration of being unfit to fly. During the preflight inspection; I was approached by the airport manager; and I got the situation. The following day; I showed up to the airport without incident and performed a preflight inspection upon the inspection; I found my magneto cover; had been removed from the back of my magneto well two of the three bolts anyway; the third was hanging on by a couple of threads. I didn't think much about it at the time and I had the mechanic shop on site replace two bolts and tighten it down for me. I had the airport provide fuel through the service of the lineman. I finished my preflight inspection; and I departed ZZZ I had plenty of fuel to make the trip and back from ZZZ1. However; 20 minutes into the flight I look up at my fuel gauges and I'm on empty; called approach; and I told them I was deviating from the flight plan and I was going to land at ZZZ2. And that's what I did. Upon landing with the help of a couple of other pilots in the airport manager we determined that the screw keeping the universal vented fuel cap tight was backed out; essentially making it look like the fuel. Cap was functional; but in-flight allowed all of the fuel to spill out and then vacuumed it out of the other side.The airport had tools available and they provided them to me to fix the fuel cap after fixing the fuel cap I refilled the fuel tanks; and then flew a couple of laps around the pattern just for precautionary reasons; and then landed to check to make sure everything was OK after verifying that everything was in good condition I proceeded to my final destination ZZZ1.",,,,"Cessna 170 pilot reported a fuel leak during cruise in VMC conditions. The pilot diverted to an airport and landed safely.",
2032553,202309,1201-1800,ZZZ.Airport,US,,,0,,,,,,,,,,FBO,Cessna 152,,,Part 91,,Training,,,,,N,,Y,,,Repair; Installation,,,,,,,,,,,,,,,,,,Elevator Trim System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repair Facility,,FBO,Other / Unknown,Other Repair Station,,,,,,2032553,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Returned To Departure Airport; General Maintenance Action,Aircraft; Human Factors,Human Factors,"Technician replaced the defective carburetor heat control cable with a new FAA approved cable. During removal of the old carburetor heat control cable the attach nut attaching the cable housing to the instrument panel was lost and eventually became lodged in the elevator trim control wheel sprocket and chain. During the next training flight; the pilot/student attempted to apply nose up and nose down trim and it was discovered that the trim wheel was jammed. The flight crew further moved the trim wheel to the point where the trim 'just gave' and 'slipped' and the aircraft was forced into a stuck extreme nose down trim configuration. The flight crew performed an air turn back and performed a successful landing. Upon further inspection the cable attach nut was found lodged between the sprocket and chain. The sprocket and chain were inspected for damage and system rigging checks were performed with no defects noted. We believe the cause of this incident was human error by the inaction of the technician to retrieve the missing nut. Despite previously loosening the nut and installing a new cable with a new nut; the technician either forgot to find the missing nut or did not hear it fall in the trim components.",,,,"During aircraft maintenance; an attach nut was lost and subsequently found jammed in the elevator trim mechanism resulting in an air turn-back.",
2034975,202309,1201-1800,ZZZ.TRACON,US,125,7,,1800,,VMC,10,,Daylight,,,,FBO,Cessna 162 Skycatcher,,2,Part 91,None,Training,,Cruise,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,FBO,Cessna 162 Skycatcher,,2,Part 91,None,Training,,Cruise,,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 450; Flight Crew Total 1060; Flight Crew Type 400,,Situational Awareness,,,2034975,Aircraft Y,Flight Deck,FBO,Instructor,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Commercial,Flight Crew Last 90 Days 435; Flight Crew Total 1015; Flight Crew Type 580,,Situational Awareness,,,2035002,Conflict NMAC,Horizontal 300; Vertical 200,,Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Took Evasive Action,Human Factors,Human Factors,"Aircraft X was departing ZZZ airspace; had crossed the north east side of the lake and was heading southbound when Aircraft Y crossed in close proximity westbound in front and above the aircraft. Aircraft Y came out from a blind spot left to right; was slightly higher and climbing when came to the attention of Aircraft X. Both aircraft were near the south tip of the lake . Upon noticing the aircraft; Aircraft X initiated a descent before leveling out and switching from practice area frequency back to Tower frequency (Aircraft X was outside of delta airspace and had changed frequency to practice area before the event). Aircraft X monitored Tower for a minute or so to see if there were any traffic calls that may have been missed; but nothing seemed awry and calls were being made to aircraft in the pattern per usual.Leading up the the event; instructor and student were discussing XC procedures and course of action for the next few minutes. Student was flying; and instructor was monitoring for traffic externally and via ads-b device/sentry connection to ForeFlight. While reviewing ForeFlight; instructor noticed traffic wasn't populating and reached in bag to grab and set sentry. Shortly after retrieving sentry; Aircraft Y passed in front and above Aircraft X. To prevent a situation like this in the future; instructor and student should verify proper function of ads-b device/sentry prior to takeoff. Instructor and student could also be more vigilant in scanning blind spots and monitor Tower frequency a minute or so longer before changing to practice area frequency.",,"Aircraft Y went eastbound from ZZZ1 for student to get weather and radio call back to ZZZ in. Student made a left hand 180° turn back and was south of the Lake at 1900ft. ZZZ Tower then told aircraft Y to look for traffic at 9 o'clock to follow inbound. Both student and instructor looked for traffic. Instructor completed a quick full scan for traffic and then continued to look for 9 o'clock traffic. Instructor then did another full scan and realized that there was close proximity traffic at 3 o'clock departing ZZZ (aircraft X). They had already left delta airspace and were at a similar altitude. Instructor took controls and immediately started a climb.Looking back at how to better mitigate this risk; both instructor and student might have been too focused on trying to find the 9 o'clock traffic and may have not done a thorough job scanning for other traffic. There may have also been a blind spot issue looking for traffic at 3 o'clock earlier since it was at similar altitude. Usually tend to be lower for the arrival but hadn't initiated a descent down to 1500ft in order to look for the 9 o'clock traffic. Being at a lower altitude would have also helped mitigate risk for higher outbound ZZZ traffic",,"Flight instructor on training flight with student reported NMAC with another aircraft also doing flight training.",
2049303,202310,1201-1800,ZZZ.Airport,US,,,0,,,VMC,Gusty x-wind not reported,,Daylight,,,Tower ZZZ,Personal,Cessna 170,,1,Part 91,None,Personal,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Instrument,Flight Crew Last 90 Days 250; Flight Crew Total 10000; Flight Crew Type 150,,,,,2049303,,,,,,,,,,,,Ground Event / Encounter Loss Of Aircraft Control; Ground Event / Encounter Weather / Turbulence; Ground Excursion Runway,,,Person Flight Crew,In-flight,Flight Crew Regained Aircraft Control,Human Factors; Weather,Weather,"ATIS Weather was inop; but automated reported wind variable at 4. Upon landing clearance; Tower advised winds were calm. Landing the tail wheel aircraft in a standard three point position. After touching down; a right turn initiated and was beginning to be more difficult to stay straight. Noting the windsock; a stiff wind was coming directly across the runway and continuing to turn the aircraft right and into the wind was the safest action to avoid tipping or cross controlled braking. The resulting turn and control was best to steer clear of runway edge lighting and taxi the airplane into the grass to lose energy safely. There were no aircraft or vehicles in that direction and knowing the airport well; I decided to use the grass as the safest option. We avoided any damage or loss of control allowing us to taxi back; with instructions; to the hangar. No damage was found at the airport or the aircraft; but an MOR was reported.",,,,"Cessna 170 pilot reported loss of directional control after landing that led to a runway excursion into the grass. No damage to aircraft or airport equipment resulted.",
2065852,202312,1201-1800,ZZZ.TRACON,US,,16,,4500,,VMC,10,,Daylight,20000,,TRACON ZZZ,FBO,Cessna 162 Skycatcher,,2,Part 91,None,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Exterior Pax/Crew Door,,X,Failed; Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot; Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 3.9; Flight Crew Total 79.3; Flight Crew Type 79.3,,,,,2065852,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Regained Aircraft Control; Flight Crew Landed in Emergency Condition; Flight Crew Diverted,Human Factors; Aircraft,Human Factors,"We were conducting a personal flight from ZZZ to ZZZ1. No anomalies were found during preflight. We performed a run-up on the ramp; got a clearance; and taxied to the assigned runway XXL. After stopping at the hold-short line I started performing the pre-takeoff checklist but was interrupted by tower instructing us to line up and wait on [runway] XXL ('Aircraft X runway XXL line-up and wait'). We taxied onto the runway and got our take-off clearance immediately after getting into position. I completed the checklist item I had started earlier and advanced the throttle for takeoff. After an uneventful climb and approximately 5 minutes of flight at cruise altitude (4500 feet MSL; 3500 feet AGL) at about 95kt TAS the aircraft performed an uncommanded and rather violent roll to the right and pitched up significantly. I instinctively pushed the yoke forward; leveled the wings; and ensured proper airspeed. I realized that the cause for this behavior was that the left door popped open. The Cessna 162 has wing doors that allow for easy entry and exit but require two door latches to be secured (one at the rear end and one at the front end). I realized that when allowing myself to be rushed into position on the runway I skipped part of the take-off checklist; which included checking that the second door latch is secured.We immediately turned back towards ZZZ and [advised ATC]. We were cleared for runway XL. The added drag of the open and bent door required us to trade altitude for speed even at full throttle. We managed to arrive at short final for [runway] XL with about 500 feet of altitude left. After a successful landing we taxied back to the hangar to evaluate the damage. The door was folded up halfway since the rear latch held (but eventually failed) while the front of the door opened due to the unsecured latch.I made the mistake of not completing the take-off checklist before entering the runway. I should have declined the line-up and wait instruction and instead go through the checklist items before contacting tower. The sense of urgency the received instruction conveyed led me to rush the normal take-off procedure. In the future I will decline such an instruction in the event that I am not fully ready for take-off yet; even if that causes a delay for my departure and the departure of following aircraft. More broadly; it is a reminder that I am responsible for the safety of the flight and have the right to decline any clearance and instruction provided by ATC to ensure a safe outcome.I realize that the unusual attitude training received during my recently completed primary training has helped me handle the situation once it arose. I did not hesitate to advise ATC and was ready to land in a field in case we would not make it back to the runway.",,,,"C162 pilot reported a loss of control due to the aircraft's entry door opening in flight after not being properly secured. Pilot returned to departure airport and landed.",
2066110,202312,1201-1800,ZZZZ.Airport,FO,,,,1000,,,10,,Daylight,,,Tower ZZZZ,Personal,Cessna 162 Skycatcher,,1,Part 91,VFR,Personal,,Cruise,Direct,,,,,,,,,,,,,,,,,,,,,,,,,Exterior Pax/Crew Door,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Private,Flight Crew Last 90 Days 12.5; Flight Crew Total 59.8; Flight Crew Type 59.8,,Troubleshooting,,,2066110,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; Flight Crew Regained Aircraft Control,Aircraft; Human Factors,Aircraft,"At around XA40 Z I conducted a complete aircraft preflight inspection in accordance to the CE-Skycatcher M162 POH; Section 4; pg. 4-4 to 4-24. (4-6. Cabin Door - CHECK [security and condition]) The doors were checked for condition and security; and everything was found in normal operating condition.  Just before takeoff I once again checked the doors on both sides as per CE-Skycatcher M162 POH; Sec. 4; pg. 4-18 (3. Cabin Doors - CLOSED and LOCKED) They appeared both to be closed and latched. I closed my door; and the passenger closed the door on his side as I instructed him. Furthermore; I told him to give the door a forearm 'bump' with his shoulder as I was taught by my instructor pilot to ensure closure.  The takeoff was uneventful; with normal performance; airspeed; and engine indication. During the climb phase up to pattern altitude the flight was normal; with no noises or vibrations from the doors. How it happened: The downwind was established at the local pattern altitude for ZZZZ as the airspeed increased and power reduced. Suddenly; a loud blowing noise was felt I immediately noticed my door (Left-hand) had opened and broken.  My first reaction was to fly the aircraft; the handling was somewhat difficult in my opinion (never had this happened before); and I was experiencing significant drag caused by the hanging door. At one point I added full throttle because the aircraft was losing altitude at a high rate.  At this point; I contacted the tower and [requested priority handling]. The Tower cleared me to land on Runway X. From that point; onward the approach and landing were uneventful and safe at XB22 (Z) local. In retrospect; I can't determine how this event occurred. I have several assumptions; first I did not secure the latching mechanism properly; although I emphasized the importance of locking and securing the door to the passenger which included the forearm bump. We both did it.  Second; the latching mechanism was probably locked but due to tear and wear and combined subtle airframe or engine vibration; it unlocked itself. (As a pilot with little experience I may not know how to assess that issue). Third; maybe the door alignment may have allowed airflow over the fuselage to force the latching mechanism to fail; case in point the event occurred while the aircraft was accelerating in the downwind phase. Or it failed as would any mechanical component.  After this experience; I will be more alert to checking the door latching mechanism more thoroughly during preflight. I will include two events of opening and closing to ensure it is operational and it feels like a tight latch. I will continue to use the checklist as taught.",,,,"C-162 pilot reported a cabin entry door opened in flight. Pilot returned to departure airport and landed.",
2074547,202301,0601-1200,ZZZ.Airport,US,,,,100,,VMC,,,Daylight,,,Tower ZZZ,FBO,Cessna 152,,2,Part 91,,Passenger,,Takeoff / Launch,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Rudder Control System,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Flying,Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Total 400,,,,,2074547,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport,Aircraft,Aircraft,"Right rudder cable broke on takeoff.   We continued take off with turn coordinator ball to the right.   On downwind leg; we reported losing right rudder to the tower and flew a normal traffic pattern to landing.",,,,"C152 flight instructor with student reported the right rudder cable failed during takeoff.  The crew advised Tower and immediately returned to the departure airport.",
2093273,202403,0601-1200,ZZZ.TRACON,US,065,12,,2000,,VMC,10,,Daylight,4000,,,Personal,Cessna 152,,2,Part 91,None,Personal,,Cruise,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,AC Generator/Alternator,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Flight Instructor; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 17; Flight Crew Total 8500; Flight Crew Type 75,,Troubleshooting,,,2093273,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation - Track / Heading All Types,,,Person Flight Crew,In-flight,Flight Crew Returned To Departure Airport,Aircraft,Aircraft,"I was conducting a personal rental flight from ZZZ-ZZZ1-ZZZ. I was returning from ZZZ1 to ZZZ at 2;000 feet MSL to remain under the ZZZ Class B airspace. When I was within the 30NM Mode C veil the airplane's electrical system malfunctioned and I started loosing electrical equipment. I followed the checklist but it didn't corrected the problem. I turned off as much equipment as possible and changed heading to leave the Mode C veil area. It appeared that the transponder was intermittent during a portion of the time within the Mode C veil. At no time was I in Class B airspace; but only underneath it. I exited the veil as quickly as possible and flew back to ZZZ without electrical power. I believe the alternator was malfunctioning but I'm waiting for verification from the FBO on the cause of the problem.",,,,"Pilot reported they started losing electrical power and the transponder was intermittent within 30 NM of the Mode C veil. The pilot exited the veil and flew back to the airport without electrical power.",
2103738,202404,1201-1800,ZZZ.Tower,US,,,,6300,,VMC,10,,Daylight,,,Tower ZZZ,FBO,Cessna 152,,2,Part 91,None,Training,,Initial Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tower ZZZ,,Skyhawk 172/Cutlass 172,,,Part 91,,,,Initial Approach,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Instructor; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Flight Instructor; Flight Crew Commercial,Flight Crew Last 90 Days 23.9; Flight Crew Total 310; Flight Crew Type 76.8,,Situational Awareness,,,2103738,,,,,,,,,,,,ATC Issue All Types; Conflict NMAC,Horizontal 300; Vertical 50,,Automation Air Traffic Control; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Took Evasive Action,Human Factors,Human Factors,"I was doing pattern work with a student at ZZZ; we were making right traffic for Runway XXR. Approximately 1.2 hours into the flight; we became dangerously close with another aircraft in the pattern (Downwind). This was the traffic we were supposed to be following; however we turned crosswind too early causing a conflict. Tower told us to turn East immediately; with a clear sense of urgency in his voice. At the same time he said that; my eyes met the conflicting traffic and I took over the controls and evasively turned us East.  I think the main issue is that I lost situational awareness. ZZZ is a demanding airport; and I should've been just as vigilant on the upwind to crosswind leg as the base to final. I'm a new instructor with less than 10 hours dual given and this is the first time I've taught a new student landings; I think my focus was diverted away from the crosswind leg and focused more on the base and final leg and touchdown and how to coach the student on this. I need to be cognizant of all phases of flight whether my student is flying or whether I am.",,,,"C152 Flight Instructor reported their student turning crosswind early resulted in a conflict with an aircraft they were to follow.  ATC issued a turn to avoid the traffic; Flight Instructor took control and turned to avoid the traffic.",
2112787,202404,1201-1800,ZZZ.Airport,US,,0,0,,,VMC,10,,Daylight,2700,,Tower ZZZ,Personal,Cessna 170,,1,Part 91,None,Personal,,Landing,None,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Multiengine; Flight Crew Sea; Flight Crew Commercial; Flight Crew Flight Instructor; Flight Crew Instrument,Flight Crew Last 90 Days 89; Flight Crew Total 3665; Flight Crew Type 118,,Situational Awareness; Troubleshooting,,,2112787,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Weather; Human Factors,Ambiguous,"Was providing flight for a friend in my plane. He has not had any experience with tailwheel aircraft so I was providing him with a new experience. On final for runway XX tower announced wind 230 degrees at 10 knots. I thought about asking for change in the runway assignment to runway XY; but I could see the wind sock near the approach end and it didn't appear to show the same wind conditions as just announced. The sock showed a slower wind speed more closely aligned with runway XX. The three point landing was normal but very soon after touch down the plane started to turn to the right. Crosswind control settings did not correct the deviation and the right turn tightened to a ground loop. We stopped facing the opposite direction with the left wheel off the runway. Upon further inspection; the landing gear was still fully functional so we received permission from the tower to taxi back to the hangar with the safety vehicle following just in case we needed it. Lesson learned; I have always told myself that if a directional deviation began while landing to simply add power to reject the landing and go around. For some reason my mind was set that I had landed and I could recover from the tightening turn.Also; if a second runway is available and more closely aligned with the wind then take it. No award is handed out for handling a crosswind in a tailwheel aircraft.",,,,"Cessna 170 pilot reported a loss of control during landing in crosswind visual conditions; resulting in a runway excursion and ground loop. The pilot determined there was no damage to the aircraft; and coordinated a taxi back to the hangar.",
