 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
859849,200911,1801-2400,FAI.Tower,AK,,,,,,,,,,,,TRACON FAI,,Cessna 150,,1,,VFR,,,Cruise,,Class C FAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRACON FAI,,PA-31 Navajo/Chieftan/Mojave/T1040,,,,IFR,,,Climb,,Class C FAI,,,,,,,,,,,,,,,,,,,,,,,,Facility FAI.TRACON,,Government,Departure; Approach,Air Traffic Control Fully Certified,,,Situational Awareness,,,859849,,,,,,,,,,,,Aircraft Equipment Problem Less Severe; Conflict Airborne Conflict; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control,In-flight,Air Traffic Control Issued New Clearance,Human Factors,Human Factors,"Aircraft X departed FAI TRSA northbound (020). His initial altitude report was 600' higher than the Mode C indicated; even after verifying the altimeter setting; so I told him to stop altitude squawk.  He reached about ten miles north of FAI and requested to return due to deteriorating weather. Meanwhile; Aircraft Y departed FAI.V438.FYU; on a 032 initial heading; I issued a left turn to 330 leaving 2200 to join V438. I told Aircraft X to enter the left downwind for runway 2R. He made a 180 and turned south towards Aircraft Y. I was distracted by Aircraft Y; also a TRSA departure; who was encountering IMC and requesting an IFR pickup to CIK. HO1/CIC pointed out the conflict between the two. I turned Aircraft X right 20 degrees and issued traffic. Aircraft Y reported Aircraft X in sight and was told to maintain visual; I believe before the targets merged; but I'm not sure.  Aircraft X had reported at 2800; last altitude readout I remember seeing on Aircraft Y was 2400. Bottom line; I should have immediately realized that Aircraft X's return to FAI would be a direct conflict with Aircraft Y. Aircraft Y's IFR pickup could have waited a few minutes until I'd resolved the conflict; and I should have been doubly careful since Aircraft X's Mode C was disabled (no CA). Recommendation; I was reluctant to use altitude separation since Aircraft Y was climbing into a higher MVA and Aircraft X was returning for weather; but I could have issued a sharper turn for Aircraft X and turned Aircraft Y out to the east as well.",,,,"FAI controller described near loss of separation event when failing to issue timely corrective action/s.",
870239,201001,1201-1800,ZZZ.Airport,US,,,,3500,,VMC,10,,Daylight,10000,,,Personal,Cessna 150,,1,Part 91,VFR,Personal,,Cruise; Descent,Visual Approach,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Improperly Operated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 11.00; Flight Crew Total 3.50; Flight Crew Type 91.40,,Human-Machine Interface; Situational Awareness; Training / Qualification,,,870239,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Other / Unknown,,,Person Flight Crew,In-flight,Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Aircraft; Human Factors,Human Factors,"I just purchased this plane; which had 13 hours on the engine and had not been flown much in the last two years.  During and after the purchase of the plane; I had my A&P do a pre-buy and then fix any problems that made the airplane unsafe to fly. In preparation for the flight; I read the operating manual and flew 1.5 hours prior to a planned flight to ZZZ; about a two hour trip. During the cross country flight from home to ZZZ; approximately three miles from ZZZ; I noticed that the fuel gauges were at a quarter of a tank and I thought that I had enough fuel to make it to ZZZ.  The engine started to sputter so I looked for a place to land and ran through the dash to see what was wrong.  I found that the fuel; magnetos; and the master switch were all on.  The mixture was leaned to best rpm; so I pushed it in and then pumped the throttle in and out.  This seemed to work and the engine took off again.  In addition; I made a quick call to the other plane I was traveling with to let him know what was happening.  Still traveling I kept looking for a place to put the plane down while heading towards the ZZZ airport.  The engine sputtered again and then I pumped the throttle again; the engine took off again.  I looked to the left and there was the airport.  I made my call to the airport and stated that I was low on fuel and needed priority to land.  As I was entering final I noticed that the runway number was wrong and realized that I was at ZZZ2.  I landed the airplane and turned onto the taxiway across the hold short line then the plane ran out of fuel.  I refueled the airplane and looked for any leaks on the ground; none were visible.  I performed a run-up and checked for power; then took off to ZZZ. Evaluating the situation; I went over my flight plan which included speed; altitude; distance; and fuel burn rate.  Per the manual using the highest burn rate; I had plenty of fuel to make the trip with the proper reserve amount.  The plane used more fuel than anticipated; lower speed and more time in flight.  Currently with the A&P's help I'm evaluating why the plane used so much fuel.  We suspect that the seals of the engine have not seated which caused bad combustion or there were a minor loss while flying from the fuel vent as there were not any fuel leakages on the ground.  What I should have done differently was to fly the plane a little more before taking off on a cross country flight and evaluated the fuel burn rate.  Two of the airports which were on our list as alternative landings were fogged in but their was another small airport approximately sixteen miles from ZZZ that I could have landed and refueled.",,,,"C150 pilot reports running out of fuel on a cross country flight of 2.5 hours and making an emergency landing at the first available airport. Aircraft is refueled and reporter continues to destination.",
874564,201002,0601-1200,ZZZ.Airport,US,180,,1000,,,VMC,50,,Daylight,CLR,,,FBO,Cessna 150,,1,Part 91,None,Training,,Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBO,PA-44 Seminole/Turbo Seminole,,1,Part 91,None,Training,,Landing,Other Pattern,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Single Pilot; Pilot Flying,Flight Crew Multiengine; Flight Crew Commercial; Flight Crew Instrument,Flight Crew Last 90 Days 9.6; Flight Crew Type 16.2,,Communication Breakdown,Party1 Flight Crew; Party2 Flight Crew,,874564,,,,,,,,,,,,Conflict NMAC; Deviation / Discrepancy - Procedural Published Material / Policy,Horizontal 0; Vertical 200,,Person Flight Crew,In-flight,General None Reported / Taken,Airport; Human Factors; Airspace Structure,Human Factors,"A friend and I were practicing landings in two Cessna 150's. While doing pattern-work  I was involved in a near mid-air collision. I was unaware at the time but my friend radios me over the in-flight 'team frequency' we use and questions if I saw the light twin. When we get on the ground I am informed that a white; T-tail; light twin (most likely a seminole) flew 200' directly over my aircraft while I was downwind at 1;000' AGL. The offending aircraft never made any radio traffic calls and did not attempt to enter the pattern after the incident. No evasive action was taken because no radio calls were made; being in a high-wing aircraft I could not see the twin's approach and flight overhead; and by the time I was warned of the situation the danger had passed. Both my friend and I had been making the proper radio calls for all pattern legs as it was a gorgeous day and we could hear much traffic at nearby airports.",,,,"C150 pilot was informed after the fact; that a light twin passed 200 FT above on the downwind leg. The twin was not observed by the reporter.",
876085,201002,1201-1800,ZZZ.Airport,US,,0.75,1000,,,VMC,10,,Daylight,12000,6000,Tower ZZZ,Personal,Cessna 140,,1,Part 91,,,,Landing,,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small Aircraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 6.3; Flight Crew Total 1070; Flight Crew Type 700,,,,,876085,,,,,,,,,,,,Conflict NMAC,Horizontal 250; Vertical 0,,Person Flight Crew,In-flight,Flight Crew Took Evasive Action,Procedure; Human Factors; Airport,Human Factors,"I contacted ZZZ Approach with information of my intention to land at my destination.  Close to entering the pattern I requested a change to CTAF that was approved and I was instructed to squawk VFR.  While in the right downwind for Runway XX and close to turning right base I suddenly saw [another aircraft] at my 11:00 o'clock. The sighting lasted 10 seconds; including a full view of the aircraft about 250' away on my left and at same flight level. I turned to base afterward.  I did transmit that a plane had come very close to me while in the pattern.  Nobody responded.  After landing and while on the runway I communicated with an airplane approaching to land that I was about to clear the runway.  I did not check to see if it was the plane I had seen before in the pattern.  What I learned: Always make sure to have the landing light on prior to entering a landing patter; or when taking-off from an airport. I normally do this but I forgot since the last time I flew my plane was over 2 months ago. Flying more frequently is another lesson for me. I suggest that ATC directs a departing aircraft in the direction of a secondary airport to provide a heading directly above the runway to avoid that aircraft from entering the landing pattern.  Also; ATC should ensure that aircraft heading in the direction of Class D secondary airport have their landing light on.  Same suggestion for aircraft landing at secondary airport.  Other lesson I learned is the importance of landing by entering the active runway downwind leg.  Had I entered the pattern via the right base; as I used to do and other pilots I observed doing; I would not have seen the interfering aircraft although I would have made a larger picture for him to see.",,,,"The pilot of a C140 experienced a NMAC with a low wing aircraft while entering the pattern at a non-towered airport.",
876091,201002,1201-1800,ZZZ.Airport,US,,,,2200,,VMC,Cloudy; 10,,Daylight,2500,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Cruise,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTAF ZZZ,,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,1,,VFR,,,Cruise,,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Instrument; Flight Crew Private,Flight Crew Last 90 Days 6; Flight Crew Total 315; Flight Crew Type 150,,Distraction; Situational Awareness,,,876091,,,,,,,,,,,,Conflict NMAC,Horizontal 200; Vertical 200,,Person Flight Crew,In-flight,General None Reported / Taken,Human Factors; Weather,Human Factors,"On a return flight low ceilings had forced me to 2;200 FT MSL. On leaving the overcast area; which ended about 12 miles from my home base; another aircraft passed overhead. I had not seen the aircraft because I was focused on navigation and getting ready for landing. I estimate that the other aircraft was at 2;500 FT MSL. I passed below and to the rear of the other aircraft. I am not sure if the other aircraft saw me; as it took no evasive action that I was aware of. I was too surprised to take any evasive action. I believe that this was caused by my attention being focused on approaching the airport. I was not looking for other traffic; instead; I was focused on last minute navigation and getting ready for making my radio calls. Another aspect was that the ceilings there were between 2;500 FT and 3;000 FT. Both aircraft were limited in the altitudes they could have selected.",,,,"A C150 pilot reported a near miss with a PA28 at 2;200 FT as the reporter was preparing for landing. The ceiling was about 2;500 FT so the aircraft had limited maneuvering beneath the clouds.",
879709,201003,0601-1200,ZZZ.Airport,US,115,6,0,,,VMC,10,,Daylight,,,CTAF ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Cruise; Landing; Descent,None,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Engine Assembly,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying,Flight Crew Student,Flight Crew Last 90 Days 10; Flight Crew Total 130; Flight Crew Type 90,,,,,879709,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Diverted,Aircraft,Aircraft,"Descending to ZZZ; at an altitude of approximately 7;500 FT MSL (4;300 FT AGL) and 10 miles from the airport; the engine quit without any advance warning. All engine gauges and instruments had just been checked in conjunction with making the 10-mile inbound radio announcement. Everything was within norms with throttle set at approximately 2;100 RPM for slow descent. Mixture had been leaned at cruise at 8;500 FT approximately 30 minutes earlier. Plane was immediately set for best glide and trimmed. Plane was banked towards two-lane highway about half-mile away. Mixture was set to full rich and engine restart was attempted twice. Each time it ran rough for just a few seconds. On the third attempt engine would only turn over. Emergency radio announcements were made twice on the CATF. After making a couple of shallow turns to look at nearby rough dirt roads; the decision was made to stay with landing on the paved road; even though it was moderately busy with traffic. Though the final few feet of the landing approach was close to the traffic going the same direction; the oncoming traffic easily saw the plane and pulled to the side of the road. There was never a time that the plane could not have been diverted to the relatively flat; though bushy; terrain on the sides of the road if it appeared the cars on the road could not be cleared. Landing was with full flaps. The plane slowed quickly; and was steered down into a slight gully and into some small bushes in order to not remain in traffic. Airport personnel were called immediately to report my status. Two A&Ps drove from the airport and quickly ascertained that the mixture cable had snapped at a point where the cable goes into the carburetor housing. There was nothing to indicate any out-of-the-ordinary wear and stress on the cable; so at this time; it appears to be a defective or weak cable that just broke. Trips were made for parts and to retrieve engine log books. Repair was made; logs were signed to indicate airworthiness; and permission was obtained from the FAA for the Department of Public Safety to block traffic so the plane could be flown out. One of the A&P/Pilots flew the plane the approximate 6 NM flight back to ZZZ without further incident.",,,,"C150 student pilot reports engine failure approaching his home airport and elected to land on a two lane highway. No damage occurred and the aircraft was repaired and flown back to the home field.",
881960,201004,0601-1200,ZZZ.Airport,US,360,5,,5000,,,,,,,,TRACON ZZZ,Personal,Cessna 150,,1,Part 91,None,Training,,Final Approach; Initial Approach; Descent,Visual Approach; Vectors,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,ILS/VOR,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 95; Flight Crew Total 240; Flight Crew Type 210,,Training / Qualification; Time Pressure; Situational Awareness,,,881960,,,,,,,,,,,,Inflight Event / Encounter Weather / Turbulence; Inflight Event / Encounter VFR In IMC,,,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification,Weather; Aircraft; Human Factors,Human Factors,"VFR pilot training on instruments in VFR conditions; with 1.5 hours of fuel on board.  The flight was for the purpose of practicing the ILS XXR approach in VFR conditions at ZZZ.  The VOR1 navigation receiver became inoperative during flight; and in the mean time the area became IMC with an 800 AGL ceiling.  The pilot stayed above the overcast layer and tried to make it back to the airplane's home airport.  The pilot was unable to do so in VFR conditions; so contact was made with Approach Control and the Control Facility was informed by the pilot that 30-35 minutes of fuel remained.  The approach control facility vectored the pilot in VFR conditions for about 10 minutes; and set the pilot up for the ILS XXR approach at ZZZ.  The localizer was intermittent but the pilot was able to track the glideslope down the final approach course.  The aircraft broke out of the clouds at about 800ft AGL with the runway in sight and 4 miles visibility.   The aircraft landed and taxied to the FBO; with an airport vehicle as well as an airport fire truck following.  Some information was given from the pilot to the representative from the airport; as well as the airport fire personnel.  This information included the pilots name; aircraft owner; and pilot contact information.  End of incident.",,,,"A Private Pilot aboard a C150 found himself simultaneously VFR in IMC and with a failed VOR/ILS and not much fuel.  ATC provided assistance to a safe landing.",
882500,201003,0601-1200,ZZZ.Airport,US,,,0,,,VMC,,,Daylight,,,,Personal,Cessna 150,,1,Part 91,None,,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cessna 152,,,,,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Personal,Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 0; Flight Crew Total 1500; Flight Crew Type 1400,,Human-Machine Interface; Training / Qualification,,,882500,,,,,,,,,,,,Ground Event / Encounter Aircraft; Ground Event / Encounter Loss Of Aircraft Control,,,Person Flight Crew,Taxi,Aircraft Aircraft Damaged,Aircraft; Human Factors,Human Factors,"C-150 was untied and unchocked. Engine was started and about to be moved from parking tie down to the wash area for cleaning; in preparation for annual inspection. I realized I had left my cell phone in the car; on the right side of aircraft. Exited aircraft without shutting down engine; placing at least one chock on main wheel or replacing chain on wing. Aircraft started moving; made a slow left turn back into line area; prop striking the right wing of a C-152 tied down on the line.",,,,"C150 pilot reports leaving his running aircraft to retrieve a forgotten item after placing one chock and hooking up one tie down chain. Unmanned aircraft taxis in a wide arc striking another parked aircraft on the ramp.",
883080,201004,1201-1800,ZTL.ARTCC,GA,,,,4500,,VMC,10,,Daylight,12000,,TRACON BNA,Personal,Cessna 150,,1,Part 91,None,Training,,Cruise,Direct,Class E ZTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Trainee,Flight Crew Student,Flight Crew Last 90 Days 15; Flight Crew Total 40; Flight Crew Type 40,,Communication Breakdown,Party1 Flight Crew; Party2 ATC,,883080,,,,,,,,,,,,ATC Issue All Types; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Air Traffic Control; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification,Human Factors,Human Factors,"On my last leg of a solo cross country flight. As I was on course; I called Nashville Approach for flight following. They tried to give me direction; but were breaking up. They started to communicate through another aircraft until I couldn't hear them either. After 5 minutes I knew I was in range for ATL Center; so I contacted them. I continued with ATL Center until I saw my destination and reported that to ATL Center. Nashville contacted my Instructor and told him I was lost and they had lost contact with me. They also told me to squawk 7700 and got emergency info from my instructor. All I was looking for was flight following. Nashville Approach thought I was lost. I should have contacted Indianapolis Center instead of Nashville Approach. ATC should have asked if I needed to declare an emergency for being lost; or directed me to Indianapolis Center. I didn't know they thought I was in trouble; they didn't know all I was trying to get was flight following as a precaution.",,,,"Miscommunication between Approach and a Student pilot on a solo cross country leads ATC to believe the Student is lost. The Student was able to continue to destination after contacting ATL Center for flight following.",
901685,201008,0001-0600,ZZZ.ARTCC,US,,15,,6500,,VMC,30,,Night,25000,,Center ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Cruise,Direct,Class D ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 6; Flight Crew Total 260; Flight Crew Type 100,,,,,901685,,,,,,,,,,,,Aircraft Equipment Problem Critical,,,Person Flight Crew,In-flight,Flight Crew Diverted; General Declared Emergency,Aircraft,Aircraft,"[I] observed engine hesitation at 6;500 MSL with approximately 3.5 hours fuel remaining. Applied carburetor heat engine continued to hesitate. Declared emergency and followed checklist diverting to [nearest suitable airport]. Engine wind milled out and surged from stop to 2;500 RPM. After 2-4 minutes engine performed normally; however I continued emergency landing procedures and brought aircraft to full and controlled stop. We are consulting with maintenance regarding problem. [At the] last fuel stop [tanks were filled]. [I] clear and unrestricted visibility and no observed ceilings during all phases of flight.",,,,"A C150 pilot reported engine problems with surging and hesitating. He declared an emergency and diverted to the nearest suitable airport.",
905336,201008,1201-1800,OKK.Airport,IN,,,0,,,VMC,10,,Daylight,CLR,,UNICOM OKK,Personal,Cessna 140,,1,Part 91,None,Personal,,Landing,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Flight Engineer,Flight Crew Last 90 Days 150; Flight Crew Total 20000; Flight Crew Type 150,,Communication Breakdown; Other / Unknown,Party1 Flight Crew; Party2 ATC; Party2 Ground Personnel,,905336,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Incursion Runway,,,Person Ground Personnel,In-flight,General None Reported / Taken,Human Factors; Airport; ATC Equipment / Nav Facility / Buildings,Ambiguous,"About 20 minutes out of OKK I tried to contact Flight Watch but was not able after several attempts. I then tuned in the VOR and listened to the airport information and determined the wind favored Runway 23. I called 5 miles out and then again 3 miles out on 123.0 for an airport advisory from UNICOM or any aircraft that might be in the pattern. I received no response. I then entered downwind and called the entry; base; and 2 calls on final for Runway 23. There was no answer to any calls. I landed a bit long as the runway was 5;000 FT and far more than required. I saw no markings on the runway to indicate an abnormal situation. After parking and entering the FBO I was told '23 is closed for landing'. I asked why no one mentioned on the UNICOM; and no markings were on the runway; and apologized; as it was an honest mistake; but I am not sure what else I could have done. I then asked if this was the case why did they not X out the runway; or put the info on the AWOS; if they couldn't monitor the UNICOM. I was then told it was open for take off for some of the corporate jets that use the airport. As we stood there a Piper Saratoga also announced he was entering the pattern for 23. I can only assume he also repeated the process I experienced. This time the FBO replied to his call entering the pattern and he changed to another runway. The people at the airport are very nice; but if a runway is closed it should be noted on the automated info if the UNICOM is not monitored faithfully.",,,,"C140 pilot reports landing on Runway 23 at OKK and being informed by the FBO that Runway 23 is closed. There was no indication the runway was closed and no response on Unicom when advisories were requested; although the frequency was being monitored in the FBO.",
910491,201009,0601-1200,ZZZ.Airport,US,060,8,,3700,,,Turbulence; 20,,Daylight,6000,,UNICOM ZZZ,Personal,Cessna 150,,1,Part 91,None,Personal,,Cruise,None,Class G ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Pilot Flying; Single Pilot,Flight Crew Private,Flight Crew Last 90 Days 28; Flight Crew Total 192; Flight Crew Type 100.3,,Human-Machine Interface; Time Pressure; Troubleshooting,,,910491,,,,,,,,,,,,Aircraft Equipment Problem Critical; Inflight Event / Encounter Fuel Issue,,N,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; General Police / Security Involved,Aircraft; Human Factors; Weather,Human Factors,"After I checked on the weather and measured the total distance of my trip I calculated it would take me approximately one hour and 50 minutes with 75-80 MPH ground speed to fly the 124 mile route. When I performed the preflight inspection on the airplane I checked the fuel level by sticking my finger into the tank and I could feel fuel at the tip. Going off of that and the gauges I estimated I had roughly 16 gallons left. I checked my flight plan and I had a estimated burn of 12 gallons for the leg; which would leave me a little over a 30 minute reserve.Once I departed I checked my time over my first way-point on the map. I calculated that I had a ground speed of 84 MPH and continued to the next way-point on the sectional. Somewhat later I encountered an extreme head wind that was right on my nose. When I checked over the next way-point I came up with a 58 MPH ground speed. At that time I looked at the fuel gauges and continued flying on the heading while thinking about finding an alternate airport; due to the extreme winds. After looking on the sectional I realized that I had already passed the last airport prior to my destination.When I got about 8 miles away from my destination the engine started to run rough. I quickly glanced at my oil pressure and temperature along with fuel quantity and pulled the carburetor heat. After 20 seconds of running rough the engine died and I immediately set the plane up for best glide speed and starting to look for a suitable landing site. I was over some pretty rough terrain and only had a couple options; the one I chose was a rural gravel road that was on a north and south heading. I then concentrated on flying the airplane while going through everything in preparation of a crash landing. Once I set up on final I shut the fuel and master switch off and I opened my door.After I landed I pushed the aircraft off the road into a yard and went and got help. I pulled the engine through to check and see if it had good compression and it did. Then I sumped the tanks and got fuel out of them and also had fuel in the strainer. I attempted to start it; and it started right off. At that time I called some friends and told them to bring out some fuel.Shortly after we put fuel in it local law enforcement arrived and I provided a written report. After both the troopers and I talked with FSDO to make sure the airplane could take back off from the gravel road we made arrangements to find a pilot to do it. I did not even think about trying it. A qualified pilot from my destination airport came out and did a preflight and a run up and then departed for the airport.In summary I believe the cause of engine failure was due to fuel exhaustion due to unexpected strong headwinds and turbulence. To prevent it I should have topped the aircraft off before departing; and I should have landed and fueled up.",,,,"Following a perfunctory fuel check prior to his short cross country; a C150 Private Pilot suffered engine failure due to fuel starvation a few miles short of his destination and landed on a gravel road. Unexpected headwinds contributed to the shortfall.",
910512,201009,1201-1800,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Personal,Cessna 150,,,Part 91,,Personal,,Parked,,,N,,N,,Scheduled Maintenance,Inspection; Repair,,,,,,,,,,,,,,,,,,Main Gear,Cessna,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hangar / Base,Flight Deck,Personal,Technician,Maintenance Airframe; Maintenance Inspection Authority; Maintenance Powerplant,Maintenance Inspector 1; Maintenance Technician 8,,Communication Breakdown; Situational Awareness,Party1 Other; Party2 Maintenance,,910512,,,,,,,,,,,,Aircraft Equipment Problem Critical,,N,Person Maintenance,Routine Inspection,General Maintenance Action,Aircraft; Human Factors,Human Factors,"During an Annual Inspection on a Cessna 150B aircraft I discovered what appeared to be delamination on the landing gear bulkhead stiffener assembly.  The landing gear bulkhead assembly is made of solid aluminum so I know it could not be delamination; but a result of corrosion.  On initial inspection I could see that the lower row of rivets on the outboard side (the bucktails) were completely eroded away from the corrosion that had caused the aluminum to separate.  Upon removal of the landing gear I could see much more damage that was present.  On the lower portion of the component; the aluminum bar that supported the weight of the landing gear while the aircraft is airborne (the aluminum) had swelled up and separated from deep corrosion that had the appearance of delamination of a composite structure. Large pieces of aluminum had been flaking off for some time and had eroded between 1/16 to 1/8 of an inch in depth.  With further inspection of the component; it was found that corrosion was present in the upper portion of the aluminum and had also began to swell; which in turn caused one rivet head to be sheared off from the tension that was put on the rivet.  Parts of the upper portion of the [stiffener] component that was beginning to swell had also developed cracks from the expansion of the aluminum.","Reporter stated the corrosion was on the left main landing gear bulkhead stiffener. The aircraft had been built in 1962. He was doing the second Annual Inspection since the owner had bought the aircraft. A different IA Inspector had performed the previous inspection for the same owner. Reporter stated the bulkhead stiffener is a half inch thick of solid forged aluminum. The Service Manual; Section 19-52; states that no cracking or damage is allowed. There are no pictures in the Service Manual. Mechanics have to use the Cessna Illustrated Parts Catalog (IPC) Figure 11B; Item #3; to get a breakdown of the components. Mechanics have to use the 1963-1969 Service Manual because the aircraft Serial Number is included in that grouping. Reporter stated access to the lower area of the stiffener is a little difficult because a mechanic has to look up through the opening in the lower fuselage where the spring gear (main gear) comes through; after removing a collar and gasket that covers the opening on the lower external fuselage around the spring gear. That area of corrosion on the lower section of the stiffener cannot be seen from inside the aircraft. But the upper section of the same bulkhead stiffener and spring gear can be seen from under the pilot seats after removing access panels; corrosion had already started on the upper end.  Reporter stated he found one-eighth of an inch deep corrosion on each side of the stiffener. But an 'L' bracket that was attached to the stiffener was not corroded at all; even though the stiffener was swelling and flaking-off aluminum at the same location. The spring gear comes through a forward to aft elongated hole in the bulkhead stiffener with wedges that secure the spring gear in the stiffener; allowing landing loads to be transferred to the upper section of the stiffener. Reporter stated the entire area of the left bulkhead stiffener was dry; no evidence of water or moisture accumulation; no fuel; oil; or hydraulic fluid or lines were in that area. All three landing gear wheels had wheel pants (fairings) installed; which drastically reduced the amount of water that would normally splash up on the gears.  But he still had to remove the entire floorboard area inside the Cessna 150B to perform a major repair involving removing the left main gear and replacing the entire bulkhead stiffener forging.",,,"During an Annual Inspection a Mechanic with an IA (Inspection Authority) rating reports discovering severe exfoliating corrosion on both sides of a left landing gear bulkhead stiffener forging on a Cessna 150B. A major repair was required involving removing the left landing gear and replacing the entire bulkhead stiffener forging. Allegedly; there was no evidence of moisture; fuel; oil or hydraulic fluid contamination.",
